datetime,close,high,low,open,volume,symbol,currency,industry,sector,country,region,year,month,weekday,quarter_n,month_dt,quarter,growth_adj_1d,growth_adj_3d,growth_adj_7d,growth_adj_30d,growth_adj_90d,growth_adj_365d,SMA10,SMA22,30d_volatility,high_minus_low_relative,is_growing_moving_average,growth_adj_future_7d,is_positive_growth_7d,growth_adj_future_30d,is_positive_growth_30d,adx,adxr,apo,aroon_1,aroon_2,aroonosc,bop,cci,cmo,dx,macd,macdsignal,macdhist,macd_ext,macdsignal_ext,macdhist_ext,macd_fix,macdsignal_fix,macdhist_fix,mfi,minus_di,mom,plus_di,dm,ppo,roc,rocp,rocr,rocr100,rsi,slowk,slowd,fastk,fastd,fastk_rsi,fastd_rsi,trix,ultosc,willr,ad,adosc,obv,atr,natr,ht_dcperiod,ht_dcphase,ht_phasor_inphase,ht_phasor_quadrature,ht_sine_sine,ht_sine_leadsine,ht_trendmod,avgprice,medprice,typprice,wclprice,cdl2crows,cdl3blackrows,cdl3inside,cdl3linestrike,cdl3outside,cdl3starsinsouth,cdl3whitesoldiers,cdlabandonedbaby,cdladvancedblock,cdlbelthold,cdlbreakaway,cdlclosingmarubozu,cdlconcealbabyswall,cdlcounterattack,cdldarkcloudcover,cdldoji,cdldojistar,cdldragonflydoji,cdlengulfing,cdleveningdojistar,cdleveningstar,cdlgapsidesidewhite,cdlgravestonedoji,cdlhammer,cdlhangingman,cdlharami,cdlharamicross,cdlhighwave,cdlhikkake,cdlhikkakemod,cdlhomingpigeon,cdlidentical3crows,cdlinneck,cdlinvertedhammer,cdlkicking,cdlkickingbylength,cdlladderbottom,cdllongleggeddoji,cdllongline,cdlmarubozu,cdlmatchinglow,cdlmathold,cdlmorningdojistar,cdlmorningstar,cdlonneck,cdlpiercing,cdlrickshawman,cdlrisefall3methods,cdlseparatinglines,cdlshootingstar,cdlshortline,cdlspinningtop,cdlstalledpattern,cdlsticksandwich,cdltakuru,cdltasukigap,cdlthrusting,cdltristar,cdlunique3river,cdlupsidegap2crows,cdlxsidegap3methods
2022-05-17T00:00:00.000000,856.9566040039062,899.7432524539112,842.0253406950693,853.7745314954656,48792877,LICI.NS,INR,insurance-life,financial-services,india,ASIA,2022,5,2,2,2022-05-01T00:00:00.000000,2022-04-01,,,,,,,,,,0.06735219903688235,,0.936641999544071,0,0.6923879651513987,0,NaN,NaN,NaN,NaN,NaN,NaN,0.055131455928899196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-23548051.888284538,NaN,48792877.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,863.124932162088,870.8842965744902,866.2417323842956,863.9204502891982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-18T00:00:00.000000,858.0336303710938,872.3774587310119,855.8306569904598,867.0413557015811,8919761,LICI.NS,INR,insurance-life,financial-services,india,ASIA,2022,5,3,2,2022-05-01T00:00:00.000000,2022-04-01,1.0012568038593266,,,,,,,,,0.019284560831718988,,0.931671303961511,0,0.6611410491977955,0,NaN,NaN,NaN,NaN,NaN,NaN,-0.5443786341146326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-30092732.02943078,NaN,57712638.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,863.3207754485366,864.1040578607358,862.0805820308551,861.0688441159148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-19T00:00:00.000000,823.2755737304688,848.879042812514,820.4851647945637,848.879042812514,7372427,LICI.NS,INR,insurance-life,financial-services,india,ASIA,2022,5,4,2,2022-05-01T00:00:00.000000,2022-04-01,0.9594910322738838,,,,,,,,,0.03448891103290045,,0.9640239493694919,0,0.7286816101469111,0,NaN,NaN,NaN,NaN,NaN,NaN,-0.9017249797952586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-36016108.20466482,NaN,50340211.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,835.3797060375151,834.6821038035389,830.8799271125155,828.9788387670038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-20T00:00:00.000000,808.8828735351562,838.8922298494172,807.7568854879584,830.8146609945376,7078291,LICI.NS,INR,insurance-life,financial-services,india,ASIA,2022,5,5,2,2022-05-01T00:00:00.000000,2022-04-01,0.9825177611791692,0.9439017912410756,,,,,,,,0.03849178339675352,,0.9944619574260416,0,0.7580426371027529,0,NaN,NaN,NaN,NaN,NaN,NaN,-0.7044016345144333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-42582436.274814956,NaN,43261920.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,821.5866624667673,823.3245576686877,818.5106629575106,816.103715601922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-23T00:00:00.000000,799.7771606445312,834.8779029531222,786.853098963173,808.8828310465876,12444648,LICI.NS,INR,insurance-life,financial-services,india,ASIA,2022,5,1,2,2022-05-01T00:00:00.000000,2022-04-01,0.9887428536460053,0.9321046778768252,,,,,,,,0.06004773123459359,,1.0249478041893267,1,0.7782681821610387,0,NaN,NaN,NaN,NaN,NaN,NaN,-0.18960348914619296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-48329070.54055998,NaN,30817272.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,807.5977484018536,810.8655009581475,807.1693875202754,805.3213308013394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-24T00:00:00.000000,805.8966064453125,817.2541941319431,799.7772358467438,800.9032239406718,4287864,LICI.NS,INR,insurance-life,financial-services,india,ASIA,2022,5,2,2,2022-05-01T00:00:00.000000,2022-04-01,1.007651438553021,0.9788904616635135,0.9404170557528476,,,,,,,0.021686352995438862,,0.985455397929036,0,0.7625347409500147,0,NaN,NaN,NaN,NaN,NaN,NaN,0.2857123318117368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-49614234.81855146,NaN,35105136.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,805.9578150911677,808.5157149893435,807.6426788079998,807.206160717328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-25T00:00:00.000000,803.1550903320312,823.8630630512607,797.2315519135523,814.1210137133788,4013031,LICI.NS,INR,insurance-life,financial-services,india,ASIA,2022,5,3,2,2022-05-01T00:00:00.000000,2022-04-01,0.9965981788589808,0.9929188966777203,0.936041504555797,,,,,,,0.03315861588662628,,0.9877837684242121,0,0.760220865071193,0,NaN,NaN,NaN,NaN,NaN,NaN,-0.411764969875125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.282536559951854,19.999217433811307,NaN,NaN,NaN,NaN,NaN,-51842061.57834682,NaN,31092105.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,809.5926797525558,810.5473074824065,808.0832350989481,806.8511989072189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-26T00:00:00.000000,794.6859130859375,807.5610320910245,784.2584823937663,803.1550855607223,2796468,LICI.NS,INR,insurance-life,financial-services,india,ASIA,2022,5,4,2,2022-05-01T00:00:00.000000,2022-04-01,0.9894551160192578,0.9936341673542031,0.9652732796201103,,,,,,,0.029322968123052986,,0.9926150623697937,0,0.7791064313798299,0,NaN,NaN,NaN,NaN,NaN,NaN,-0.3634440258604547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.086061597066426,22.5451207697222,NaN,NaN,NaN,NaN,NaN,-52135801.196112685,NaN,28295637.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,797.4151282828626,795.9097572423954,795.5018091902426,795.2978351641664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-27T00:00:00.000000,804.4279174804688,807.4142179915813,797.3294479392858,801.4416767288318,2215807,LICI.NS,INR,insurance-life,financial-services,india,ASIA,2022,5,5,2,2022-05-01T00:00:00.000000,2022-04-01,1.0122589368127854,0.9981775714736882,0.9944924584257576,,,,,,,0.012536573921852085,,0.9733208644212239,0,0.7614380525297549,0,NaN,NaN,NaN,NaN,NaN,NaN,0.2961139159496501,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.404616326460655,23.64965150999805,39.84525082236366,28.404616326460655,NaN,NaN,NaN,NaN,NaN,-51232283.03211258,NaN,30511444.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,802.6533150350418,802.3718329654336,803.0571944704452,803.3998752229511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100
2022-05-30T00:00:00.000000,820.2403564453125,823.81409243627,808.0505594289665,812.5544516136845,3133717,LICI.NS,INR,insurance-life,financial-services,india,ASIA,2022,5,1,2,2022-05-01T00:00:00.000000,2022-04-01,1.019656750618961,1.0212726860838521,1.0255861217445748,,,,817.5331726074219,,,0.019218187551290664,,0.9223000620614091,0,0.7652911559875784,0,NaN,NaN,NaN,NaN,NaN,NaN,0.4875750143110055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49.92804049969069,33.62592586529118,90.85280907964193,49.92804049969069,NaN,NaN,NaN,NaN,NaN,-49519450.19852207,-5913736.27124773,33645161.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,816.1648649810584,815.9323259326183,817.3683361035164,818.0863411889654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
